"state","output","LL","Median","UL","year","scenario","pop","HDR","pPEP","vax_dogs","incidence_100000"
"Taraba","ts_deaths",80,100,120,10,"status quo",3657570,13.25,0.497479037548418,6526,2.73405567084157
"Yobe","ts_deaths",32.975,46,59,1,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",34,46,61,2,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33,46,61,3,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",32,46,60,4,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",32,46,61,5,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33.975,46,61,6,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33,46,61,7,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33,46,61,8,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33,46,61,9,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Yobe","ts_deaths",33.975,46,59.025,10,"status quo",3699869,26.75,0.543200371094254,2072,1.2432872623328
"Zamfara","ts_deaths",49,64,79.025,1,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",48,64,83,2,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",49,65,83,3,"status quo",5226036,27.75,0.53676187034393,2018,1.24377252663395
"Zamfara","ts_deaths",49.975,65,81,4,"status quo",5226036,27.75,0.53676187034393,2018,1.24377252663395
"Zamfara","ts_deaths",48.975,64,82,5,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",49,64,82,6,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",49,64,82,7,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",49,64,83,8,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",49,64,81,9,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Zamfara","ts_deaths",48,64,82,10,"status quo",5226036,27.75,0.53676187034393,2018,1.22463756468574
"Federal Capital Territory","ts_deaths",23,33,45,1,"status quo",2241336,15.25,0.674561235535389,1892,1.47233614237223
"Federal Capital Territory","ts_deaths",23,34,47,2,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23,34,47,3,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23.975,34,47,4,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23,34,46,5,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23,34,47,6,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23,34,46,7,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",23,34,46,8,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",22,34,48,9,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
"Federal Capital Territory","ts_deaths",22,34,46,10,"status quo",2241336,15.25,0.674561235535389,1892,1.51695238911078
