"state","output","LL","Median","UL","year","scenario"
"Akwa Ibom","ts_vaccine_vials",12667.1,13421,14002.1,6,"status quo"
"Akwa Ibom","ts_vaccine_vials",12730.85,13388,14017.85,7,"status quo"
"Akwa Ibom","ts_vaccine_vials",12694.15,13431,13918.65,8,"status quo"
"Akwa Ibom","ts_vaccine_vials",12681.9,13446,14006.7,9,"status quo"
"Akwa Ibom","ts_vaccine_vials",12866.45,13501,13992.3,10,"status quo"
"Akwa Ibom","ts_rabid_dogs",23220.0303125,24115.375,24999.3728125,1,"status quo"
"Akwa Ibom","ts_rabid_dogs",23259.0640625,24365.2875,25057.8615625,2,"status quo"
"Akwa Ibom","ts_rabid_dogs",23367.5503125,24251.61875,25194.9378125,3,"status quo"
"Akwa Ibom","ts_rabid_dogs",23390.86125,24317.3625,25216.8096875,4,"status quo"
"Akwa Ibom","ts_rabid_dogs",23371.591875,24393.625,25190.669375,5,"status quo"
"Akwa Ibom","ts_rabid_dogs",23089.653125,24329.61875,25079.230625,6,"status quo"
"Akwa Ibom","ts_rabid_dogs",23147.245,24258.34375,25255.3003125,7,"status quo"
"Akwa Ibom","ts_rabid_dogs",23024.003125,24253.9375,25072.6153125,8,"status quo"
"Akwa Ibom","ts_rabid_dogs",23127.259375,24297.7875,25017.7403125,9,"status quo"
"Akwa Ibom","ts_rabid_dogs",23345.9278125,24394.83125,25126.445625,10,"status quo"
"Anambra","ts_deaths",266.475,311.5,379.525,1,"status quo"
"Anambra","ts_deaths",268.75,322,374.575,2,"status quo"
"Anambra","ts_deaths",256.475,308.5,377.525,3,"status quo"
"Anambra","ts_deaths",267.95,318,381.575,4,"status quo"
"Anambra","ts_deaths",261.375,315,383.05,5,"status quo"
"Anambra","ts_deaths",264,317.5,371,6,"status quo"
"Anambra","ts_deaths",257.85,314,381.775,7,"status quo"
"Anambra","ts_deaths",261.225,314,379.65,8,"status quo"
"Anambra","ts_deaths",265,317.5,368.1,9,"status quo"
"Anambra","ts_deaths",259.475,315.5,382,10,"status quo"
"Anambra","ts_exposures",7286.975,8436.5,9831.85,1,"status quo"
"Anambra","ts_exposures",7330.925,8463.5,9712.1,2,"status quo"
"Anambra","ts_exposures",7313.175,8401.5,9863.8,3,"status quo"
"Anambra","ts_exposures",7369.5,8412,9712,4,"status quo"
"Anambra","ts_exposures",7397.275,8488.5,9760.8,5,"status quo"
"Anambra","ts_exposures",7258.425,8447,9683.2,6,"status quo"
"Anambra","ts_exposures",7259.85,8419.5,9706.9,7,"status quo"
"Anambra","ts_exposures",7277.65,8359.5,9729.425,8,"status quo"
"Anambra","ts_exposures",7182.55,8412.5,9678.675,9,"status quo"
"Anambra","ts_exposures",7338.85,8434,9889.775,10,"status quo"
"Anambra","ts_exp_PEP",5621.7,6558.5,7648.625,1,"status quo"
"Anambra","ts_exp_PEP",5670.425,6584,7560.15,2,"status quo"
"Anambra","ts_exp_PEP",5673.425,6560.5,7702.3,3,"status quo"
"Anambra","ts_exp_PEP",5745.7,6567.5,7617.35,4,"status quo"
"Anambra","ts_exp_PEP",5790.875,6593.5,7599.925,5,"status quo"
"Anambra","ts_exp_PEP",5669.825,6594.5,7565.875,6,"status quo"
"Anambra","ts_exp_PEP",5660.675,6562,7603.475,7,"status quo"
"Anambra","ts_exp_PEP",5687.225,6522.5,7602.75,8,"status quo"
"Anambra","ts_exp_PEP",5601.8,6556.5,7617.25,9,"status quo"
"Anambra","ts_exp_PEP",5726.125,6552.5,7731.625,10,"status quo"
"Anambra","ts_vaccine_vials",11243.4,13117,15297.25,1,"status quo"
"Anambra","ts_vaccine_vials",11340.85,13168,15120.3,2,"status quo"
"Anambra","ts_vaccine_vials",11346.85,13121,15404.6,3,"status quo"
"Anambra","ts_vaccine_vials",11491.4,13135,15234.7,4,"status quo"
"Anambra","ts_vaccine_vials",11581.75,13187,15199.85,5,"status quo"
"Anambra","ts_vaccine_vials",11339.65,13189,15131.75,6,"status quo"
"Anambra","ts_vaccine_vials",11321.35,13124,15206.95,7,"status quo"
"Anambra","ts_vaccine_vials",11374.45,13045,15205.5,8,"status quo"
"Anambra","ts_vaccine_vials",11203.6,13113,15234.5,9,"status quo"
"Anambra","ts_vaccine_vials",11452.25,13105,15463.25,10,"status quo"
"Anambra","ts_rabid_dogs",19322.3965625,22255.3125,25764.4428125,1,"status quo"
"Anambra","ts_rabid_dogs",19231.855625,22154.575,25481.974375,2,"status quo"
"Anambra","ts_rabid_dogs",19300.1459375,22327.50625,25742.6584375,3,"status quo"
"Anambra","ts_rabid_dogs",19299.7121875,22279.59375,25740.2646875,4,"status quo"
"Anambra","ts_rabid_dogs",19537.80125,22231.19375,25656.4971875,5,"status quo"
"Anambra","ts_rabid_dogs",19301.689375,22179.26875,25479.3640625,6,"status quo"
"Anambra","ts_rabid_dogs",19298.1653125,22192.86875,25661.9834375,7,"status quo"
"Anambra","ts_rabid_dogs",19468.5571875,22229.975,25717.7675,8,"status quo"
"Anambra","ts_rabid_dogs",19410.0059375,22243.04375,25464.066875,9,"status quo"
"Anambra","ts_rabid_dogs",19468.795625,22290.09375,25758.5634375,10,"status quo"
"Bauchi","ts_deaths",78.475,96,113,1,"status quo"
"Bauchi","ts_deaths",76,99,116.525,2,"status quo"
"Bauchi","ts_deaths",82.425,100,117.525,3,"status quo"
"Bauchi","ts_deaths",83,99.5,121.05,4,"status quo"
"Bauchi","ts_deaths",79.95,97,117,5,"status quo"
"Bauchi","ts_deaths",83.475,97,113.575,6,"status quo"
"Bauchi","ts_deaths",79,99.5,118,7,"status quo"
