"state","output","LL","Median","UL","year","scenario"
"Anambra","ts_exp_PEP",823.125,908,999.675,8,"status quo"
"Anambra","ts_exp_PEP",823.075,917,1003.625,9,"status quo"
"Anambra","ts_exp_PEP",833.9,918,1026.4,10,"status quo"
"Anambra","ts_vaccine_vials",1515.7,1736,1921.05,1,"status quo"
"Anambra","ts_vaccine_vials",1564.95,1782,2037.05,2,"status quo"
"Anambra","ts_vaccine_vials",1661.8,1817,2009.75,3,"status quo"
"Anambra","ts_vaccine_vials",1648,1833,2039.75,4,"status quo"
"Anambra","ts_vaccine_vials",1630.45,1841,2025.15,5,"status quo"
"Anambra","ts_vaccine_vials",1623.9,1816,2059.55,6,"status quo"
"Anambra","ts_vaccine_vials",1650.95,1808,2027.25,7,"status quo"
"Anambra","ts_vaccine_vials",1646.25,1816,1999.35,8,"status quo"
"Anambra","ts_vaccine_vials",1646.15,1834,2007.25,9,"status quo"
"Anambra","ts_vaccine_vials",1667.8,1836,2052.8,10,"status quo"
"Anambra","ts_rabid_dogs",3980.8815625,4386.3,4791.8284375,1,"status quo"
"Anambra","ts_rabid_dogs",4169.7678125,4597.475,4978.53,2,"status quo"
"Anambra","ts_rabid_dogs",4280.7971875,4653.90625,4985.1925,3,"status quo"
"Anambra","ts_rabid_dogs",4378.2625,4673.21875,5116.53,4,"status quo"
"Anambra","ts_rabid_dogs",4331.269375,4695.0125,5100.050625,5,"status quo"
"Anambra","ts_rabid_dogs",4322.270625,4694.575,5057.49625,6,"status quo"
"Anambra","ts_rabid_dogs",4319.72375,4709.375,5044.9509375,7,"status quo"
"Anambra","ts_rabid_dogs",4358.0159375,4689.4,4998.449375,8,"status quo"
"Anambra","ts_rabid_dogs",4297.5728125,4683.40625,4996.296875,9,"status quo"
"Anambra","ts_rabid_dogs",4337.3409375,4697.91875,5108.2403125,10,"status quo"
"Bauchi","ts_deaths",123.95,156,187.825,1,"status quo"
"Bauchi","ts_deaths",130.95,158.5,193.05,2,"status quo"
"Bauchi","ts_deaths",135.425,163,189.525,3,"status quo"
"Bauchi","ts_deaths",138.375,162.5,193.05,4,"status quo"
"Bauchi","ts_deaths",138,163,192.525,5,"status quo"
"Bauchi","ts_deaths",138.475,164,189,6,"status quo"
"Bauchi","ts_deaths",134,162.5,196,7,"status quo"
"Bauchi","ts_deaths",136.475,162,190.1,8,"status quo"
"Bauchi","ts_deaths",134.9,162,188.575,9,"status quo"
"Bauchi","ts_deaths",129.95,161.5,190.625,10,"status quo"
"Bauchi","ts_exposures",1688.475,1865.5,2127.375,1,"status quo"
"Bauchi","ts_exposures",1776.95,1932.5,2122.725,2,"status quo"
"Bauchi","ts_exposures",1787.125,1987.5,2130.675,3,"status quo"
"Bauchi","ts_exposures",1808.875,1975,2184.775,4,"status quo"
"Bauchi","ts_exposures",1797.9,2010,2149,5,"status quo"
"Bauchi","ts_exposures",1830.325,1988.5,2142,6,"status quo"
"Bauchi","ts_exposures",1766.125,1986.5,2190.925,7,"status quo"
"Bauchi","ts_exposures",1754.55,1974.5,2140.975,8,"status quo"
"Bauchi","ts_exposures",1822.35,1986.5,2158.725,9,"status quo"
"Bauchi","ts_exposures",1773.75,1998.5,2181.3,10,"status quo"
"Bauchi","ts_exp_PEP",864.125,966.5,1109.6,1,"status quo"
"Bauchi","ts_exp_PEP",910.425,1002,1100.05,2,"status quo"
"Bauchi","ts_exp_PEP",906.9,1024.5,1119.575,3,"status quo"
"Bauchi","ts_exp_PEP",915.225,1032,1159.9,4,"status quo"
"Bauchi","ts_exp_PEP",936.425,1036.5,1119,5,"status quo"
"Bauchi","ts_exp_PEP",930.425,1020,1115.25,6,"status quo"
"Bauchi","ts_exp_PEP",897.775,1033.5,1150,7,"status quo"
"Bauchi","ts_exp_PEP",904.95,1022.5,1115.575,8,"status quo"
"Bauchi","ts_exp_PEP",919.375,1020,1144.1,9,"status quo"
"Bauchi","ts_exp_PEP",921.95,1038,1128.15,10,"status quo"
"Bauchi","ts_vaccine_vials",1728.25,1933,2219.2,1,"status quo"
"Bauchi","ts_vaccine_vials",1820.85,2004,2200.1,2,"status quo"
"Bauchi","ts_vaccine_vials",1813.8,2049,2239.15,3,"status quo"
"Bauchi","ts_vaccine_vials",1830.45,2064,2319.8,4,"status quo"
"Bauchi","ts_vaccine_vials",1872.85,2073,2238,5,"status quo"
"Bauchi","ts_vaccine_vials",1860.85,2040,2230.5,6,"status quo"
"Bauchi","ts_vaccine_vials",1795.55,2067,2300,7,"status quo"
"Bauchi","ts_vaccine_vials",1809.9,2045,2231.15,8,"status quo"
"Bauchi","ts_vaccine_vials",1838.75,2040,2288.2,9,"status quo"
"Bauchi","ts_vaccine_vials",1843.9,2076,2256.3,10,"status quo"
"Bauchi","ts_rabid_dogs",4521.3934375,4923.3125,5496.43562499999,1,"status quo"
"Bauchi","ts_rabid_dogs",4805.569375,5163.73125,5537.5140625,2,"status quo"
"Bauchi","ts_rabid_dogs",4793.7796875,5227.22499999999,5568.00093749999,3,"status quo"
"Bauchi","ts_rabid_dogs",4913.7221875,5243.44375,5688.20625,4,"status quo"
"Bauchi","ts_rabid_dogs",4807.3340625,5290.34375,5642.1075,5,"status quo"
"Bauchi","ts_rabid_dogs",4866.8703125,5275.46875,5626.58124999999,6,"status quo"
"Bauchi","ts_rabid_dogs",4825.37625,5297.41875,5605.55625,7,"status quo"
"Bauchi","ts_rabid_dogs",4712.888125,5243.38125,5602.50562499999,8,"status quo"
"Bauchi","ts_rabid_dogs",4762.7815625,5260.175,5606.7815625,9,"status quo"
"Bauchi","ts_rabid_dogs",4768.2634375,5254.825,5632.920625,10,"status quo"
"Bayelsa","ts_deaths",41,54,72.575,1,"status quo"
"Bayelsa","ts_deaths",42.425,59,74.1,2,"status quo"
"Bayelsa","ts_deaths",41.475,58,72.525,3,"status quo"
"Bayelsa","ts_deaths",44.425,59.5,77,4,"status quo"
"Bayelsa","ts_deaths",42,58,77,5,"status quo"
"Bayelsa","ts_deaths",41.475,58,70,6,"status quo"
"Bayelsa","ts_deaths",42,58,74.05,7,"status quo"
"Bayelsa","ts_deaths",43.95,58,73.525,8,"status quo"
"Bayelsa","ts_deaths",41,57,73.05,9,"status quo"
"Bayelsa","ts_deaths",43,58,74.525,10,"status quo"
"Bayelsa","ts_exposures",593.475,668.5,757.2,1,"status quo"
"Bayelsa","ts_exposures",597.325,694,797.1,2,"status quo"
"Bayelsa","ts_exposures",619.375,698,788.15,3,"status quo"
"Bayelsa","ts_exposures",641.275,718.5,795.35,4,"status quo"
"Bayelsa","ts_exposures",642.475,710,801.05,5,"status quo"
"Bayelsa","ts_exposures",622.275,704.5,812.525,6,"status quo"
"Bayelsa","ts_exposures",621.425,699.5,778.725,7,"status quo"
"Bayelsa","ts_exposures",634.475,707.5,793.6,8,"status quo"
"Bayelsa","ts_exposures",621.075,712,814.3,9,"status quo"
"Bayelsa","ts_exposures",639.475,714.5,801.725,10,"status quo"
"Bayelsa","ts_exp_PEP",302.9,345.5,403.575,1,"status quo"
"Bayelsa","ts_exp_PEP",306.95,363,420.525,2,"status quo"
"Bayelsa","ts_exp_PEP",321.475,359.5,417.1,3,"status quo"
"Bayelsa","ts_exp_PEP",327.425,370,421.05,4,"status quo"
"Bayelsa","ts_exp_PEP",323,371,414,5,"status quo"
"Bayelsa","ts_exp_PEP",316.225,361,417.875,6,"status quo"
"Bayelsa","ts_exp_PEP",314.325,358.5,403.1,7,"status quo"
"Bayelsa","ts_exp_PEP",319.425,366.5,418.05,8,"status quo"
"Bayelsa","ts_exp_PEP",310.95,368.5,424.15,9,"status quo"
"Bayelsa","ts_exp_PEP",314.425,371,414.575,10,"status quo"
"Bayelsa","ts_vaccine_vials",605.8,691,807.15,1,"status quo"
"Bayelsa","ts_vaccine_vials",613.9,726,841.05,2,"status quo"
"Bayelsa","ts_vaccine_vials",642.95,719,834.2,3,"status quo"
"Bayelsa","ts_vaccine_vials",654.85,740,842.1,4,"status quo"
"Bayelsa","ts_vaccine_vials",646,742,828,5,"status quo"
"Bayelsa","ts_vaccine_vials",632.45,722,835.75,6,"status quo"
"Bayelsa","ts_vaccine_vials",628.65,717,806.2,7,"status quo"
"Bayelsa","ts_vaccine_vials",638.85,733,836.1,8,"status quo"
"Bayelsa","ts_vaccine_vials",621.9,737,848.3,9,"status quo"
"Bayelsa","ts_vaccine_vials",628.85,742,829.15,10,"status quo"
"Bayelsa","ts_rabid_dogs",1610.005,1779.9625,1931.70625,1,"status quo"
"Bayelsa","ts_rabid_dogs",1688.288125,1858.3125,2020.1871875,2,"status quo"
"Bayelsa","ts_rabid_dogs",1717.9153125,1874.88125,2022.840625,3,"status quo"
"Bayelsa","ts_rabid_dogs",1758.9059375,1892.98125,2039.17375,4,"status quo"
"Bayelsa","ts_rabid_dogs",1738.7434375,1899.5375,2061.65625,5,"status quo"
"Bayelsa","ts_rabid_dogs",1758.62125,1898.00625,2060.564375,6,"status quo"
"Bayelsa","ts_rabid_dogs",1747.2753125,1883.54375,2022.1146875,7,"status quo"
"Bayelsa","ts_rabid_dogs",1769.3384375,1883.6625,2050.03375,8,"status quo"
"Bayelsa","ts_rabid_dogs",1766.984375,1894.5625,2022.764375,9,"status quo"
"Bayelsa","ts_rabid_dogs",1774.7775,1910.08125,2045.834375,10,"status quo"
"Benue","ts_deaths",113,139,166.525,1,"status quo"
"Benue","ts_deaths",115.95,142.5,173,2,"status quo"
"Benue","ts_deaths",125.85,146,175.1,3,"status quo"
"Benue","ts_deaths",113.85,147.5,175.525,4,"status quo"
"Benue","ts_deaths",122.95,146,175,5,"status quo"
"Benue","ts_deaths",127.9,149,179.575,6,"status quo"
"Benue","ts_deaths",120.9,145,170.1,7,"status quo"
"Benue","ts_deaths",121.95,150.5,173.05,8,"status quo"
"Benue","ts_deaths",124,148,175.1,9,"status quo"
"Benue","ts_deaths",124.475,145,177.575,10,"status quo"
"Benue","ts_exposures",1483.475,1698,1896.3,1,"status quo"
"Benue","ts_exposures",1599.975,1755,1954.125,2,"status quo"
"Benue","ts_exposures",1631.7,1789,1956.15,3,"status quo"
"Benue","ts_exposures",1637.975,1806,1979.5,4,"status quo"
"Benue","ts_exposures",1643.075,1777,1943.675,5,"status quo"
"Benue","ts_exposures",1643.325,1808,1963.775,6,"status quo"
"Benue","ts_exposures",1626.475,1793,1986.625,7,"status quo"
"Benue","ts_exposures",1662.375,1804.5,1981.075,8,"status quo"
"Benue","ts_exposures",1628.7,1807.5,1971.2,9,"status quo"
"Benue","ts_exposures",1615.325,1805.5,1956.3,10,"status quo"
"Benue","ts_exp_PEP",775.95,880.5,982.625,1,"status quo"
"Benue","ts_exp_PEP",825,908,1029.725,2,"status quo"
"Benue","ts_exp_PEP",835.375,934.5,1009.15,3,"status quo"
"Benue","ts_exp_PEP",848.45,933.5,1033,4,"status quo"
"Benue","ts_exp_PEP",844.275,926,1021.05,5,"status quo"
"Benue","ts_exp_PEP",848.95,930,1030.875,6,"status quo"
"Benue","ts_exp_PEP",828.9,923.5,1023.825,7,"status quo"
"Benue","ts_exp_PEP",836.85,931,1024.15,8,"status quo"
"Benue","ts_exp_PEP",828.375,933.5,1027.05,9,"status quo"
"Benue","ts_exp_PEP",835.55,934,1033.525,10,"status quo"
"Benue","ts_vaccine_vials",1551.9,1761,1965.25,1,"status quo"
"Benue","ts_vaccine_vials",1650,1816,2059.45,2,"status quo"
"Benue","ts_vaccine_vials",1670.75,1869,2018.3,3,"status quo"
"Benue","ts_vaccine_vials",1696.9,1867,2066,4,"status quo"
"Benue","ts_vaccine_vials",1688.55,1852,2042.1,5,"status quo"
"Benue","ts_vaccine_vials",1697.9,1860,2061.75,6,"status quo"
"Benue","ts_vaccine_vials",1657.8,1847,2047.65,7,"status quo"
"Benue","ts_vaccine_vials",1673.7,1862,2048.3,8,"status quo"
"Benue","ts_vaccine_vials",1656.75,1867,2054.1,9,"status quo"
"Benue","ts_vaccine_vials",1671.1,1868,2067.05,10,"status quo"
"Benue","ts_rabid_dogs",4062.2090625,4488.4125,4878.784375,1,"status quo"
"Benue","ts_rabid_dogs",4327.60875,4642.7,5092.856875,2,"status quo"
"Benue","ts_rabid_dogs",4335.389375,4733.1125,5087.120625,3,"status quo"
"Benue","ts_rabid_dogs",4410.951875,4767.90625,5093.5084375,4,"status quo"
"Benue","ts_rabid_dogs",4435.258125,4739.51875,5110.0890625,5,"status quo"
"Benue","ts_rabid_dogs",4388.9971875,4763.5875,5112.66593749999,6,"status quo"
"Benue","ts_rabid_dogs",4426.34375,4763.5,5115.37875,7,"status quo"
"Benue","ts_rabid_dogs",4389.6459375,4774.2875,5156.9528125,8,"status quo"
"Benue","ts_rabid_dogs",4400.0709375,4789.40625000001,5173.1471875,9,"status quo"
